,rating,attitude,positve phrase,negative phrase,positive tags,negative tags:
1816,6,0,['   None'],"['Slow-paced', 'Boring action scenes', 'Lack of meaningful character actions']",['None'],"['Weak Plot', 'Muddled Themes', 'Subpar Acting']"
1817,9,1,"['atmospheric', 'authentic']","['pacing', 'length', 'false climaxes']","['Thought-Provoking Themes', 'Impeccable Production']","['Muddled Themes', 'Weak Plot', 'Weak Plot']"
1818,9,1,"['Brilliant adaptation', 'Phenomenal cinematography', 'Breathtaking shots', 'Fantastic soundtrack', 'All-star cast']",["Timothy Chalamet's performance"],"['Faithful adaptation', 'Stunning Visuals', 'Stunning Visuals', 'Immersive Sound Design', 'Strong Performances']",['Subpar Acting']
1819,6,0,"['Visuals', 'Effort in political aspects']","['Slow story development', 'Lack of action', 'Rushed plot development']","['Stunning Visuals', 'Thought-Provoking Themes']","['Weak Plot', 'Weak Plot', 'Weak Plot']"
1820,9,1,"['Great portrayal of the book', 'Fabulous photography', 'Looking forward to part two and more books']",['Dialogue drowned out by music'],"['Faithful adaptation', 'Stunning Visuals', 'Faithful adaptation']",['Poor Audio Quality']
1821,10,1,"['rendered worlds', 'depiction of Arrakeen', 'portrayal of the Baron', 'outstanding characters']",['None'],"['Impeccable Production', 'Impeccable Production', 'Strong Performances', 'Engaging Plot']",['None']
1822,9,1,"['Epic visuals', 'Amazing music by Zimmer', 'Engaging storyline', 'Impressive direction by Villeneuve', 'Excitement for Part 2']",['Some scenes too slow'],"['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1823,9,1,"['Accuracy to source material', 'Production design', 'Acting', 'Soundtrack by Hans Zimmer', 'Cinematic experience']",['Pacing issues'],"['Faithful adaptation', 'Impeccable Production', 'Strong Performances', 'Immersive Sound Design', 'Stunning Visuals']",['None']
1824,1,0,['   None'],"['Boring', 'Slow', 'Hard to follow', 'Forgettable', 'Time-consuming']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes']"
1825,10,1,"['Direction', 'Cinematography', 'BGM', 'Acting', 'Engaging storyline']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Immersive Sound Design', 'Strong Performances', 'Engaging Plot']",['None']
1826,10,1,"['visuals', 'music', 'plot']",['   None'],"['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot']",['None']
1827,1,0,['   None'],"['Poorly crafted', 'Slow moving', 'Boring', 'Irrelevant scenes']",['None'],"['Weak Plot', 'Muddled Themes', 'Muddled Themes', 'Poor Audio Quality']"
1828,2,0,['   None'],"['Disappointing', 'Story seemed comic book', ""Couldn't get into it"", 'Reviews were not accurate', 'Yawner']",['None'],"['Weak Plot', 'Weak Plot', 'Weak Plot', 'Poor Adaptation', 'Weak Plot']"
1829,10,1,"['Incredible', 'Mind-blowing', 'Breathtaking', 'Thoughtful', 'Future potential']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'None', 'Thought-Provoking Themes', 'Faithful adaptation']","['None', 'None', 'None', 'None', 'Poor Audio Quality', 'Muddled Themes', 'Poor Adaptation']"
1830,1,0,['None'],"['Horrible writing', 'No clear storyline', 'Waste of time', 'Lack of direction', 'Disappointing portrayal of characters']",['None'],"['Weak Plot', 'Weak Plot', 'Weak Plot', 'Weak Plot', 'Subpar Acting']"
1831,5,0,"['audiovisuals', 'cinematography', 'direction', 'well shot', 'looks beautiful', 'good acting', 'certain scenes are perfect', 'movie is immersive']","['too long', 'episodic storyline', 'unnecessary action sequences', 'stale characters', 'lack of investment in characters and story']","['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Immersive Sound Design', 'Thought-Provoking Themes']","['Muddled Themes', 'Muddled Themes', 'Poor Audio Quality', 'Poor Adaptation']"
1832,6,0,['None'],"['Character portrayal', 'Shallow interpretation', 'Unnecessary changes to source material']",['None'],"['Weak Plot', 'Subpar Acting', 'Poor Audio Quality', 'Poor Adaptation']"
1833,9,1,"['breathtaking cinematography', 'intense action scenes', 'strong character development', 'immersive world-building', 'impressive performances']",['pacing may feel slow'],"['Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Impeccable Production', 'Strong Performances']",['Muddled Themes']
1834,8,0,"['Action and spectacle', 'Realistic sets', 'Strong costume design', 'Powerful performances by actors']","['Overbearing soundtrack', ""Lack of manifestation of book's ideas"", 'Shift in focus leading to insignificant characters']","['Impeccable Production', 'Impeccable Production', 'Impeccable Production', 'Strong Performances']","['Poor Audio Quality', 'Muddled Themes', 'Weak Plot']"
1835,3,0,['None'],"['Dragged on', 'Arty farty', 'Sleep fest', 'Annoying soundtrack', 'Prefer the original']",['None'],"['Weak Plot', 'Lackluster Cinematography', 'Poor Audio Quality', 'Poor Audio Quality', 'Poor Adaptation']"
1836,1,0,['   None'],"['Sand dunes', 'Uninteresting dialogues', 'Boring movie']",['None'],"['Weak Plot', 'Subpar Acting', 'Weak Plot']"
1837,10,1,"['Great representation of the book', 'Sounds great', 'Amazing', ""Can't wait for part 2"", 'Good']",['None'],"['Faithful adaptation', 'Immersive Sound Design', 'Stunning Visuals', 'None', 'Engaging Plot']",['None']
1838,5,0,"['Visuals', 'Special effects']","['Pacing', 'Length', 'Redundant scenes', 'Score derivative']","['Stunning Visuals', 'Impeccable Production']","['Muddled Themes', 'Muddled Themes', 'Weak Plot', 'Poor Audio Quality']"
1839,9,0,['Casting'],"['Lack of character development', 'Dumbed down script', 'Neglected lore and backgrounds', 'Cut important scenes', 'Too many explosions']",['Strong Performances'],"['Weak Plot', 'Weak Plot', 'Inadequate Set Design', 'Poor Adaptation', 'Muddled Themes']"
1840,10,1,"['faithful adaptation', 'immersive experience', 'source material utilization']",['None'],"['Faithful adaptation', 'Thought-Provoking Themes', 'Immersive Sound Design']",['None']
1841,10,1,"['Pacing', 'Emotional investment in characters', 'Atmosphere and art', 'Minimal explanations, leaving questions', 'Rewarding connections between scenes', 'Unique and immersive sounds', 'Surprising and unpredictable aspects', 'Balanced combat scenes']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1842,10,1,['Amazing'],['    - None'],['Engaging Plot'],['Poor Audio Quality']
1843,7,1,"['Cinematography', 'Set design', 'Sound scapes', ""Rebecca's acting""]","['Acting quality', 'Departure from the book']","['Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Strong Performances']","['Subpar Acting', 'Poor Adaptation']"
1844,7,1,"['Cerebral sci-fi', 'Top notch production', 'Mesmerizing performance by Stellan Skarsgard', 'Great start for film series']",['None'],"['Engaging Plot', 'Impeccable Production', 'Strong Performances', 'Thought-Provoking Themes']",['None']
1845,3,0,['Beautiful visuals'],"['Dragged', 'Boring']",['Stunning Visuals'],"['Weak Plot', 'Muddled Themes']"
1846,10,1,"['Transported', 'Equal/surpass book']",['None'],"['Faithful adaptation', 'Thought-Provoking Themes']",['None']
1847,9,1,"['Incredible cast', 'Superb score', 'Top-notch special effects', 'Amazing plot', 'Great book-to-screen translation']","['Disappointing pace', 'Wish more of the plot of the first book was included', 'Many great characters die too soon']","['Strong Performances', 'Immersive Sound Design', 'Impeccable Production', 'Engaging Plot', 'Faithful adaptation']","['Muddled Themes', 'Poor Adaptation', 'Weak Plot']"
1848,6,0,['None'],"['Soundtrack', 'Cinematography not great']",['None'],"['Poor Audio Quality', 'Lackluster Cinematography']"
1849,1,0,"['Beautiful visuals', 'Captivating']","['Story pacing', 'Not engaging']","['Stunning Visuals', 'Thought-Provoking Themes']","['Weak Plot', 'Weak Plot']"
1850,1,0,['beautiful visuals'],['lack of engaging content'],['Stunning Visuals'],['Weak Plot']
1851,1,0,['None'],"['Boring', 'Slow-paced', 'Uninteresting storyline', 'Overuse of background music']","['Engaging Plot', 'Thought-Provoking Themes', 'Engaging Plot', 'Immersive Sound Design']",['None']
1852,8,1,"['Soundtrack', 'Visual spectacle', 'Intriguing plot', 'Great cinematic experience', 'Looking forward to the next installment']",['Plot confusion for some viewers'],"['Immersive Sound Design', 'Stunning Visuals', 'Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes']",['Weak Plot']
1853,3,0,['None'],"['Thin plot', 'Unnecessary split in story', 'Lack of originality', 'Greedy decision-making', 'Disappointing ending']","['Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes']",['None']
1854,1,0,['   None'],"['Boring', 'Cheap costumes', 'Overrated']",['None'],"['Inadequate Set Design', 'Inadequate Set Design', 'Inadequate Set Design']"
1855,8,1,"['Interesting characters', 'Beautifully made scenes', 'Realistic fight scenes', 'Fantastic acting', 'Incredible music by Hans Zimmer']","['Too many characters', 'Long and drawn out', 'Some scenes felt unnecessary']","['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Strong Performances', 'Immersive Sound Design']",['None']
1856,5,0,['None'],"['Lack of imagination', 'Poor screenplay', 'Low budget feel', 'Failed to capture essence']",['None'],"['Weak Plot', 'Weak Plot', 'Lackluster Cinematography', 'Muddled Themes']"
1857,9,1,"['Visuals', 'Characters', 'Costumes', 'Music', 'CGI']",['None'],"['Stunning Visuals', 'Strong Performances', 'Impeccable Production', 'Immersive Sound Design', 'Faithful adaptation']",['None']
1858,1,0,['None'],"['Dark cinematography', 'Slow-moving pace']",['None'],"['Lackluster Cinematography', 'Muddled Themes']"
1859,9,1,"['Interesting storyline', 'Good effects']",['Lack of initial story explanation'],"['Engaging Plot', 'Stunning Visuals']",['Muddled Themes']
1860,9,1,"['Acting', 'Soundtrack', 'Story', 'CGI']",['   None'],"['None', 'Immersive Sound Design', 'Engaging Plot', 'Impeccable Production']",['None']
1861,5,0,['None'],"['Confusing plot', 'Lack of context/back story', 'Need to watch previous versions/reading before understanding']",['None'],"['Weak Plot', 'Weak Plot', 'Weak Plot']"
1862,5,0,['None'],"['- Casting', '- Lack of backstory', '- Special effects', ""- Timothy Chalamet's performance""]",['None'],"['Subpar Acting', 'Weak Plot', 'Lackluster Cinematography', 'Subpar Acting']"
1863,7,1,"['Cinematography', 'Soundtrack', 'Introduction of characters', 'Impressive visuals']","[""Lack of grittiness compared to Lynch's version"", 'Some aircraft designs seem odd']","['Stunning Visuals', 'Immersive Sound Design', 'Strong Performances', 'Impeccable Production']","['Poor Adaptation', 'Inadequate Set Design']"
1864,6,0,['Visually amazing CGI'],"['Boring', 'Dragged out']",['Stunning Visuals'],"['Weak Plot', 'Muddled Themes']"
1865,9,0,['   None'],['Incomplete story'],['None'],['Poor Adaptation']
1866,4,0,"['Impressive visuals', ""Jason Momoa's portrayal""]","['Underdeveloped characters', 'One-dimensional antagonists', 'Sluggish plot']","['Stunning Visuals', 'Strong Performances']","['Weak Plot', 'Weak Plot', 'Weak Plot']"
1867,2,0,"['Visuals', 'Curated']","['Predictable', 'Slow pacing', 'Trailer reveals too much']","['Stunning Visuals', 'Impeccable Production']","['Weak Plot', 'Muddled Themes', 'Weak Plot']"
1868,1,0,['   None'],"['Slow pacing', 'Lack of emotion', 'Long and boring']",['None'],"['Weak Plot', 'Subpar Acting', 'Muddled Themes']"
1869,1,0,['Nice visuals'],"['Childish storyline', 'Weak script']",['Stunning Visuals'],"['Weak Plot', 'Weak Plot']"
1870,4,0,"['visuals', 'music', 'potential', 'theme', 'acting']","['confusing storyline', 'too many visions', 'muddled storyboard', 'lack of clarity on being a multi-part story']","['Stunning Visuals', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes', 'Strong Performances']","['Weak Plot', 'Weak Plot', 'Weak Plot', 'Weak Plot']"
1871,10,1,"['cinematic masterpiece', 'best Sci-Fi movie']",['None'],"['Stunning Visuals', 'Thought-Provoking Themes']",['None']
1872,2,0,['   None'],"['Not what was expected', ""Zendaya's limited screen time"", 'Setting the stage without a complete story']",['None'],"['Weak Plot', 'Subpar Acting', 'Muddled Themes']"
1873,10,1,"['faithful adaptation', 'respectful to the book', 'haunting and epic images', 'good choice of cast', 'film of the year']",['None'],"['Faithful adaptation', 'Faithful adaptation', 'Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes']",['None']
1874,5,0,['Strong performances by actors'],"['Lack of depth in covering book story', 'Fell flat and uninspired', 'Felt like a lackluster TV episode']",['Strong Performances'],"['Poor Adaptation', 'Muddled Themes', 'Weak Plot']"
1875,9,1,"['Cinematography', 'Enjoyable after multiple viewings', 'Recognizable flow', 'Audio quality improvement']",['Stupendous climax missing'],"['Stunning Visuals', 'Thought-Provoking Themes', 'Engaging Plot', 'Immersive Sound Design']",['Weak Plot']
1876,1,0,['visuals'],"['boring', 'slow-paced', 'loud music', 'little happening in second half', 'incorrect pronunciation']",['Stunning Visuals'],"['Weak Plot', 'Weak Plot', 'Poor Audio Quality', 'Weak Plot', 'Subpar Acting']"
1877,3,0,['None'],"['Lack of character development', 'Inconsistent volume', 'Overemphasis on CGI and visuals']",['None'],"['Weak Plot', 'Poor Audio Quality', 'Inadequate Set Design']"
1878,10,1,"['Spectacle', 'Special effects', 'Sound', 'Score', 'Cast performances']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Immersive Sound Design', 'Strong Performances']",['None']
1879,2,0,['None'],"['Similarities to other movies', 'Lengthy', 'Visuals resembling video game characters', 'Unappealing main character']","['None', 'None', 'None', 'None', 'None']","['Muddled Themes', 'Weak Plot', 'Inadequate Set Design', 'Subpar Acting']"
1880,9,1,"['Exciting', 'Potential for a series', 'Recommendation']",['None'],"['Engaging Plot', 'Faithful adaptation', 'None']",['None']
1881,10,1,"['Pace', 'Character development', 'Cinematography', ""Hans Zimmer's score"", 'Story']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
1882,7,0,['   None'],"['Ignored book content', 'Superficial direction', 'Lack of emotional impact']",['None'],"['Muddled Themes', 'Muddled Themes', 'Muddled Themes']"
1883,9,1,"['Focus on characters and Dune universe', 'Best imagination of the ornithopter', 'Shift in focus from the spice to characters']",['None'],"['Engaging Plot', 'Impeccable Production', 'Thought-Provoking Themes']",['None']
1884,10,1,"['Spectacular', 'Richly detailed world', 'Characters come to life', 'Passionate direction', 'Deserves big screen viewing']",['Not for everyone'],"['Engaging Plot', 'Impeccable Production', 'Strong Performances', 'Thought-Provoking Themes', 'Faithful adaptation']",['Muddled Themes']
1885,9,1,"['Soundtrack', 'Acting', 'Story', 'Director']",['   None'],"['Immersive Sound Design', 'Strong Performances', 'Engaging Plot', 'Thought-Provoking Themes']",['None']
1886,10,1,"['Characters', 'Ambiance', 'Vibes', 'Intensity', 'Setting']",['None'],"['Engaging Plot', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Impeccable Production', 'Impeccable Production']",['Muddled Themes']
1887,8,1,"['Visuals', 'Direction', 'Score by Hans Zimmer']",['None'],"['Stunning Visuals', 'None', 'Immersive Sound Design']",['None']
1888,8,1,"['Stunning visuals', 'Impressive special effects', 'Captivating score', 'Solid performances by the ensemble cast', 'Breathtaking cinematography']","['Slow pacing', 'Lack of engaging storytelling']","['Stunning Visuals', 'Stunning Visuals', 'Immersive Sound Design', 'Strong Performances', 'Stunning Visuals']","['Muddled Themes', 'Muddled Themes']"
1889,3,0,['None'],"['Shallow', 'Poorly written', 'Slow paced', 'Lack of focus on other aspects of filmmaking']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Weak Plot']"
1890,10,1,"['Acting', 'World-building', 'Special effects', 'Action scenes', 'Engaging storyline']",['None.'],"['Strong Performances', 'Impeccable Production', 'Impeccable Production', 'Engaging Plot', 'Engaging Plot']","['None', 'None', 'None', 'None', 'None']"
1891,5,0,['   None'],"['Missing backstory', 'Important things not explained', 'Feels forced', 'Bored at some points', ""Music doesn't set the correct feel"", 'Characters lack depth', 'Playing time not used effectively']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Muddled Themes', 'Poor Audio Quality', 'Subpar Acting', 'Muddled Themes']"
1892,10,1,"['story', 'cinematography', 'acting', 'world']",['slow plot'],"['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Impeccable Production']",['Weak Plot']
1893,7,1,"['Impressive art and sound', 'Realistic special effects', 'Great production value', 'Detailed world-building', 'Strong performances']","['Slow plot', 'Long dialogues']","['Impeccable Production', 'Stunning Visuals', 'Impeccable Production', 'Engaging Plot', 'Strong Performances']","['Weak Plot', 'Weak Plot']"
1894,9,1,"['Builds characters and sets stage', 'Good acting', 'Good effects', 'Realistic battles', 'Good picturing of the Voice']","['Mediocre music score', 'Lack of technology insights', ""Jessica's character could be stronger"", 'Prolonged and unnecessary scenes']","['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes']","['Poor Audio Quality', 'Weak Plot', 'Subpar Acting', 'Weak Plot']"
1895,8,1,"['Visually stunning', 'Detailed storytelling and worldbuilding', 'Symbolism and visions make sense', 'Appreciation for writing', ""'Aha' moments during second viewing""]","['Part one of a larger story', 'Lack of catharsis as a standalone film']","['Stunning Visuals', 'Engaging Plot', 'Thought-Provoking Themes', 'Engaging Plot', 'Thought-Provoking Themes']","['Muddled Themes', 'Weak Plot']"
1896,4,0,['Music'],"['Slow', 'Boring', 'Visuals', 'Incomplete story']",['Immersive Sound Design'],"['Muddled Themes', 'Muddled Themes', 'Lackluster Cinematography', 'Weak Plot']"
1897,3,0,['   None'],"['Waste of time', 'Overpaid star cast', 'Not watchable', 'Out of sync', 'No story']",['None'],"['Weak Plot', 'Subpar Acting', 'Poor Audio Quality', 'Poor Audio Quality', 'Weak Plot']"
1898,10,1,"['visuals', 'acting', 'score', 'story', 'world-building', 'engaging']",['long'],"['Stunning Visuals', 'Strong Performances', 'Immersive Sound Design', 'Engaging Plot', 'Impeccable Production', 'Engaging Plot']",['None']
1899,1,0,['   None'],"['Slow pace', 'Boring', 'Unbearable', 'Mediocre acting', 'Non-existent plot']","['None', 'None', 'None', 'None', 'None', 'None']","['Weak Plot', 'Weak Plot', 'Subpar Acting', 'Subpar Acting', 'Weak Plot']"
1900,8,1,"['Stunning visual effects', ""Director's vision of sci-fi"", 'Similar to ""Arrival"" and ""Blade Runner 2049""']",['Shallow story'],"['Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['Weak Plot']
1901,7,1,"['Story', 'Acting', 'Visual effects']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals']",['None']
1902,8,1,"['Great casting', 'Dystopian style', 'Set pieces', 'Use of music', 'Well-paced storytelling']",['None'],"['Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
1903,6,0,['   None'],"['Slow development', 'Unenjoyable action', ""Childish use of 'voice'""]",['None'],"['Weak Plot', 'Muddled Themes', 'Muddled Themes']"
1904,10,1,"['Acting', 'Score', 'Cinematography', 'CGI', 'Epic']",['None'],"['Strong Performances', 'Immersive Sound Design', 'Stunning Visuals', 'Impeccable Production', 'Thought-Provoking Themes']",['None']
1905,10,1,"['smart', 'beautiful', 'gripping', 'engaging', 'satisfying']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1906,10,1,"['poetic', 'epic', 'breathtaking atmosphere', 'respect for vision', 'mesmerizing music']",['None'],"['Thought-Provoking Themes', 'Thought-Provoking Themes', 'Immersive Sound Design', 'None', 'Immersive Sound Design']",['None']
1907,10,1,"['Powerful story', 'Breathtaking', 'Great and wonderful', 'Stunning story', 'Cast and director excellence', 'Makes you want more']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Engaging Plot', 'Strong Performances', 'Engaging Plot', 'None']",['None']
1908,10,1,"['Successful adaptation', 'All-star cast', 'Sturdy version', 'Potential watershed example', 'Appreciated for what it was']",['Lack of surprises in plot'],"['Faithful adaptation', 'Strong Performances', 'Impeccable Production', 'Thought-Provoking Themes', 'None']",['Weak Plot']
1909,5,0,['Good storytelling'],['Left unfinished'],['Engaging Plot'],['Muddled Themes']
1910,6,0,['Brilliant visuals'],"['Struggling to understand', 'Feels like a long trailer', 'Disappointing']",['Stunning Visuals'],"['Weak Plot', 'Muddled Themes', 'Muddled Themes']"
1911,1,0,['   None'],"['Boring', 'Dull', 'Slow-paced', 'Disappointing']",['None'],"['Weak Plot', 'Lackluster Cinematography', 'Muddled Themes', 'Poor Adaptation']"
1912,10,1,"['Faithful to the book', 'Delivers on political tensions', 'Emotional depth']",['None'],"['Faithful adaptation', 'Engaging Plot', 'Thought-Provoking Themes']",['None']
1913,1,0,['   None'],"['Weak character development', 'Music became annoying']",['None'],"['Weak Plot', 'Poor Audio Quality']"
1914,6,0,['Acting'],"['Lack of engaging plotline', 'Simplistic storyline', 'Slow pace', 'Unfulfilled potential']",['None'],"['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Muddled Themes']"
1915,9,1,"['Stunning visual art', 'Outstanding sets', 'Strong cast', 'Powerful score by Hans Zimmer']",['Dire tone may not appeal to everyone'],"['Stunning Visuals', 'Impeccable Production', 'Strong Performances', 'Immersive Sound Design']",['Muddled Themes']
1916,6,0,['   None'],"['Lack of depth in characters', 'Limited roles for the cast']",['None'],"['Weak Plot', 'Subpar Acting']"
1917,5,0,['Visuals'],"['Plain storytelling', 'Below average acting', 'Nothing new compared to the book', 'Depressed looking actors']","['Stunning Visuals', 'Strong Performances', 'Faithful adaptation', 'Impeccable Production']","['Weak Plot', 'Subpar Acting', 'Poor Adaptation', 'Subpar Acting']"
1918,7,1,"['Stunning visuals', 'Good acting', 'Attempt to adapt quality literature']","['Lacking some personality', 'Soundtrack a bit overwhelming']","['Stunning Visuals', 'Strong Performances', 'Faithful adaptation']","['Muddled Themes', 'Poor Audio Quality']"
1919,6,0,['   None'],"['Slow storyline', 'Boring action scenes']",['None'],"['Weak Plot', 'Weak Plot']"
1920,10,1,"['Immersive', 'Excellent cinematography', 'Strong characters', 'Intriguing setup']",['Abrupt ending'],"['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Engaging Plot']",['None']
1921,8,1,"['Interesting plot', 'Breathtaking visual effects', 'Masterpiece direction', 'Spectacular special effects', 'Amazing music by Hans Zimmer', 'Anticipation for the second part']",['   None'],"['Engaging Plot', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
1922,9,1,"['Content', 'Visuals', 'Script', 'Explanatory', 'Highly recommended']",['Confusing at times'],"['Engaging Plot', 'Stunning Visuals', 'Thought-Provoking Themes', 'Immersive Sound Design', 'None']",['Muddled Themes']
1923,10,1,"['Epic story', 'Fantastic effects', 'Original ideas', 'Engaging and breathtaking']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['None']
1924,8,1,"['Visual spectacle', 'Breathtaking shots', ""Hans Zimmer's score"", 'Set pieces and costumes', 'Performances']",['None'],"['Stunning Visuals', 'Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances']",['None']
1925,10,1,"['Dark atmosphere', 'Visuals', 'Comparable to Blade Runner 2049', 'Memorable bagpiper scene']",['None'],"['Stunning Visuals', 'Stunning Visuals', 'Thought-Provoking Themes', 'Immersive Sound Design']",['None']
1926,9,1,"['Perfect casting', 'Closest adaptation to book', 'Exciting trailer for Part 2', 'Great music and sound effects']",['None'],"['Strong Performances', 'Faithful adaptation', 'Faithful adaptation', 'Immersive Sound Design']",['None']
1927,10,1,"['immersive experience', 'sound design', 'minor changes improved movie', 'faithful to the book']",['None'],"['Engaging Plot', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Faithful adaptation']",['None']
1928,9,1,['VFX'],['Storyline clarity'],['Stunning Visuals'],['Weak Plot']
1929,7,0,"['Cast', 'Pacing', 'Some plot points']",['Comparison to David Lynch version'],"['Strong Performances', 'Engaging Plot', 'Engaging Plot']",['Poor Adaptation']
1930,4,0,['None'],"['Lack of substance', 'Less story development', 'Short on character development', 'Less historical context given', 'Fell short as a remake', '', 'Overall, the user has a negative attitude towards the movie ""Dune,"" pointing out various shortcomings in the film.']",['None'],"['Weak Plot', 'Weak Plot', 'Weak Plot', 'Weak Plot', 'Poor Adaptation', 'None', 'None']"
1931,9,1,"['Brilliant story', 'Beautifully shot', 'Good acting', 'Realistic sci-fi universe', 'Engaging suspense and drama', 'Earthy gritty view of the future', 'Nice sprinkling of dragonflies and worms']",['Slow first third'],"['Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Impeccable Production']",['None']
1932,1,0,"['Fanta was spot on', 'Staff member gave 3 straws']","['Overpriced popcorn', 'Popcorn quality', 'Long and painful experience', 'Reliving the film is painful']","['Strong Performances', 'Immersive Sound Design']","['Inadequate Set Design', 'Inadequate Set Design', 'Weak Plot', 'Weak Plot']"
1933,6,1,"['Visuals', 'Setting the scene', 'Great visuals', 'Strong IMAX visuals', 'Introduction to Dune universe']",['Slow plot development'],"['Stunning Visuals', 'Impeccable Production', 'Stunning Visuals', 'Thought-Provoking Themes', 'None']",['Weak Plot']
1934,4,0,['   None'],"['Character portrayal', 'Departure from book', 'Modernization of language']",['None'],"['Weak Plot', 'Poor Audio Quality', 'Poor Adaptation']"
1935,9,1,"['Visuals', 'Imagination', 'Journey']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Muddled Themes']
1936,9,1,"['great film', 'story', 'battle for Arrakis', 'Guild Navigators', 'sand worms']",['None'],"['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1937,5,0,"['Rebecca Ferguson', 'Good story line and plot']","['Long and drawn out', 'Lackluster acting', 'Boring compared to other visually enticing films']","['Strong Performances', 'Engaging Plot']","['Muddled Themes', 'Subpar Acting', 'Weak Plot']"
1938,4,0,['   None'],"['Disappointing', 'Boring', 'Weak']",['None'],"['Weak Plot', 'Weak Plot', 'Poor Audio Quality', 'Poor Adaptation']"
1939,1,0,['None'],"['Terrible story', 'Poor dialogues', 'Boring', 'Non-scientific', 'Waste of time and money']",['None'],"['Weak Plot', 'Poor Audio Quality', 'Muddled Themes', 'Muddled Themes', 'Muddled Themes']"
1940,1,0,['   None'],"['Boring', 'Bad actors', 'Bad screenplay', 'Sterile', 'Lack of emotions']",['None'],"['Weak Plot', 'Subpar Acting', 'Weak Plot', 'Lackluster Cinematography', 'Muddled Themes']"
1941,1,0,['   None'],"['Lacked spirit, emotion, essence', 'Flat, boring, trite', 'Disengaging']","['None', 'None', 'None', 'None', 'None', 'None', 'None']","['Weak Plot', 'Weak Plot', 'Subpar Acting', 'Subpar Acting', 'Poor Audio Quality', 'Muddled Themes', 'Poor Adaptation']"
1942,6,0,['   None'],"['Weak plot', 'Cold atmosphere']",['None'],"['Weak Plot', 'Muddled Themes']"
1943,9,1,"['Wonderful design', 'Powerfully acted', 'Well shot', 'Music serves story beautifully', 'Villeneuve delivers in spades']",['None'],"['Impeccable Production', 'Strong Performances', 'Stunning Visuals', 'Immersive Sound Design', 'None']",['None']
1944,10,1,"['Incredible film', 'Great dialogue', 'Amazing action scenes', 'Strong performances by Timothée Chalamet and Rebecca Ferguson', 'Fantastic score by Hans Zimmer']",['None'],"['Engaging Plot', 'Engaging Plot', 'Immersive Sound Design', 'Strong Performances', 'Immersive Sound Design']",['None']
